GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
openapi-codegen-util,org.davidmoten.oa3.codegen.util,Util,94,74,20,6,24,14,21,5,10,3
openapi-codegen-util,org.davidmoten.oa3.codegen.util,ImmutableList,77,0,0,0,18,0,12,0,12,0
