GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
geo-mem,com.github.davidmoten.geo.mem,Info,0,65,0,0,0,13,0,7,0,7
geo-mem,com.github.davidmoten.geo.mem,Geomem,0,227,0,12,0,47,0,17,0,11
geo-mem,com.github.davidmoten.geo.mem,Geomem.new Predicate() {...},5,48,1,9,1,4,1,6,0,2
